,title,description,date,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics
11,PERI Holistic Assessment: Parent-Child-Teacher Conferencing in Upper Primary @ Haig Girls’ School,"As part of Primary Education Review and Implementation (PERI)  Holistic Assessment implementation in primary schools, parents are provided with a fuller picture of their child’s holistic development, progress and learning throughout the year. Haig Girls’ School’s students are involved in communicating their own learning to their parents and teachers during the Parent-Child-Teacher Conferencing (PCTC). In 2010, a group of Primary 1 students shared their learning experiences during PCTC. [https://www.youtube.com/watch?v=ee8nDg6Hah8]
This video, filmed in 2015, captures the same group of students, now at Primary 6, and their parents during PCTC.  Find out more on how school continually engages the parents as supportive partners in their children’s holistic development and how the students take greater ownership of their own learning over the years.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-11-19T02:32:02.000Z,MOE Singapore,4,PT3M18S,1834,5,0,0,Society
12,"PERI Holistic Assessment: 3-Directional Dialogue at Punggol View Primary School (2015, Primary 2)","As part of Primary Education Review and Implementation (PERI)   Holistic Assessment implementation in primary schools, parents are provided with a fuller picture of their child’s holistic development, progress and learning throughout the year.

In Punggol View Primary School, the 3-Directional Dialogue involves the child, parents and teacher at the Parent-Teacher Conferencing.   In this video, the Primary 2 students use artefacts (e.g. photographs and journals) to share their learning experiences, knowledge, values, as well as social and emotional skills acquired during the Programme for Active Learning (PAL) lessons. The teacher shares her observations of the child’s development during the PAL lessons and progress in other subject areas in Term 2. Parents also have the opportunity to find out more about their child’s social and emotional development from the teacher. The 3-Directional Dialogue provides parents with a holistic picture of the child’s learning and progress which helps them to better support their child at home.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-11-19T02:32:15.000Z,MOE Singapore,4,PT3M42S,3426,15,0,4,Society
13,Voices of SkillsFuture -  Sarie de Silva,"Mother Sarie admitted that it was a disappointment when her daughter Ariel, did not score well in her O-Levels. But she stuck to her role as a parent: to be supportive and help her children make informed choices, by thinking through their strengths and interests. 

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-28T08:31:27.000Z,MOE Singapore,4,PT2M24S,1709,0,0,0,Society
14,Voices of SkillsFuture - Joshua Soh,"Joshua Soh heads a community of entrepreneurs and if there’s one thing he’s learnt from his experience in the infocomm industry, it’s that different roles require different qualifications. It all comes down to skills. He shares his advice on how companies can mentor younger employees to innovate.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-28T08:32:09.000Z,MOE Singapore,4,PT2M25S,3169,2,1,1,Society
15,Voices of SkillsFuture - Ariel de Silva,"Ariel did not do as well as she hoped for her O-Levels and found herself facing a difficult choice: enter a polytechnic course that she had no interest in? Or go to ITE to pursue her passion for early childhood education? She shares the challenges she faced in her path to her dream job.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-28T08:32:01.000Z,MOE Singapore,5,PT2M46S,3239,6,0,0,Society
16,Voices of SkillsFuture - Muhammad Munir Ahmad,"After graduating with a diploma in mechatronics in 2011, Muhammad Munir was offered a place in university… and a job as a jet engine test engineer. Which do you think he chose?

Munir took up the job offer – making him part of the pioneer group which set up Rolls-Royce’s aerospace facility in Singapore. He could take the degree later, he reasoned, but this work opportunity might not come again. 

Hear Munir share more about why he chose work experience over further studies – and what his dad had to say about it.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-26T15:07:05.000Z,MOE Singapore,5,PT2M26S,1604,4,0,0,Society
17,Voices of SkillsFuture - Pua Lay Hoon,"Ms Pua Lay Hoon’s job isn’t just to train good nurses. To her, nurse education is about developing great nurses – people who are keen to learn, make good decisions, and put their heart into their work.

Caring is more than an attitude, she says. It’s a set of skills. 14 years as a nurse educator has shown her that building up these skills requires learning by doing. Sometimes, a great nurse may not have done well academically, but their performance on-the-job reveals their potential.

That’s why Ms Pua feels that in her profession, “a score cannot – and must not – determine their ability to progress”. Hear how she’s worked hard to help many of her “super nurses” forge ahead in their careers. #SkillsFuture

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-22T09:33:41.000Z,MOE Singapore,5,PT2M18S,2296,7,0,0,Society
18,Why do schools need to partner parents?,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-22T03:44:10.000Z,MOE Singapore,4,PT4M9S,211,0,0,0,Society
19,Why do schools need to partner the community?,"============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-22T03:44:27.000Z,MOE Singapore,4,PT4M57S,191,0,0,0,Society
20,Voices of SkillsFuture - Choo Chiau Beng,"Mr Choo Chiau Beng is a champion for his employees. 

In a 40-year career with Keppel, Mr Choo rose from a management trainee position to CEO of Keppel Corp, where he is now a Senior Advisor. A firm believer in helping his staff stretch their potential, he helped build a culture where employees are recognised for their skills and performance, rather than academic qualifications alone.

Yesterday, we shared the video of Mr Abu Bakar, who completed his Masters degree while running a shipyard in Qatar as CEO. It was Mr Choo who had encouraged him to further build up his management skills, and wrote to the university asking if they would accept Mr Bakar without the pre-requisite degree – because he felt that Mr Bakar’s two decades of work experience and performance more than qualified him for the course. 
 
Hear Mr Choo speak about how he brings out the best in his people.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-20T10:07:09.000Z,MOE Singapore,7,PT2M32S,2636,3,0,0,Society
21,Voices of SkillsFuture - Abu Bakar,"Mr Abu Bakar joined his company with a poly diploma. Today – 25 years later – he is Managing Director of Keppel Singmarine.

Mr Bakar worked hard to rise through the ranks – but what made the difference for him was an environment where employees weren’t judged on academic qualifications alone. “Once you’re in,” he says, “it’s about your performance. You are as good as the last project you did.”

From managing 3,000 staff at the age of 30, being sent to Qatar to start up a shipyard, to having a boss who nudged him to take on a Masters programme, Mr Bakar never stopped learning new skills – thanks to an employer who gave him the chance to him prove himself by doing. It’s taught him a principle that he applies in guiding his own staff today: that everybody can be developed into somebody. 

Hear him talk about his lifelong journey of learning, and how he overcame self-doubt along the way.

============================================
Connect with us:
►Subscribe to channel: http://bit.ly/UAC2XX
►Facebook: http://facebook.com/moesingapore
►Instagram: http://instagram.com/moesingapore
►Twitter: http://twitter.com/MOEsg
►Online publication: http://schoolbag.sg
►Website: http://www.moe.gov.sg",2015-10-19T07:43:56.000Z,MOE Singapore,5,PT2M22S,5358,15,1,0,Society
